marca,modelo,ano,motorizacao,tipo_combustivel,cor,quilometragem,numero_de_portas,transmissao,categoria,km_por_litro,preco,descricao
Renault,Sandero,2015,Motor elétrico,Elétrico,Branco,238234,4,Manual,Passeio,10.0,228430.79,Boa relação custo-benefício.
BYD,Yuan Plus,2019,2.8 4 cilindros Diesel,Híbrido,Verde,174613,4,CVT,Sedan,14.2,243991.59,Ótimo desempenho e conforto para viagens.
Honda,WR-V,2020,1.0 3 cilindros Otto,Gasolina,Vermelho,0,4,CVT,SUV,14.9,349417.83,Boa relação custo-benefício.
Nissan,Sentra,2017,2.8 4 cilindros Diesel,Gasolina,Azul,187504,2,Automática,Passeio,17.6,182178.45,Ótimo desempenho e conforto para viagens.
Hyundai,Creta,2017,1.3 4 cilindros Flex,Gasolina,Vermelho,31323,2,CVT,Sedan,14.4,113585.43,Boa relação custo-benefício.
BYD,Dolphin,2018,Motor elétrico,Elétrico,Vermelho,0,2,Manual,Sedan,15.3,65450.03,Boa relação custo-benefício.
Toyota,Hilux,2022,1.3 4 cilindros Flex,Diesel,Azul,0,4,Automatizada,Picape,11.3,82876.37,Carro econômico ideal para cidade.
Renault,Oroch,2012,2.8 4 cilindros Diesel,Híbrido,Cinza,381934,2,Manual,Passeio,16.3,188150.39,Ótimo desempenho e conforto para viagens.
Jeep,Renegade,2011,Motor elétrico,Elétrico,Branco,275422,2,Manual,Hatch,19.1,119418.8,Design moderno com boa tecnologia embarcada.
Chevrolet,Onix,2011,1.6 4 cilindros Flex,Híbrido,Cinza,54484,4,Automática,Passeio,17.5,195604.76,Design moderno com boa tecnologia embarcada.
BYD,Song Plus,2021,2.8 4 cilindros Diesel,Gasolina,Cinza,356861,2,Manual,SUV,11.3,310940.74,Ótimo desempenho e conforto para viagens.
Chevrolet,Cruze,2019,1.3 4 cilindros Flex,Flex,Vermelho,0,2,Manual,Passeio,21.3,232634.89,Espaçoso e confortável para famílias.
Renault,Kwid,2023,Motor elétrico,Elétrico,Prata,249153,4,Automatizada,Passeio,9.1,63068.88,Ótimo desempenho e conforto para viagens.
Hyundai,Tucson,2024,1.3 4 cilindros Flex,Flex,Verde,313965,2,Manual,Passeio,16.3,133995.02,Ótimo desempenho e conforto para viagens.
Jeep,Compass,2014,2.0 4 cilindros Gasolina,Diesel,Cinza,18388,2,Automática,Sedan,14.7,127142.5,Espaçoso e confortável para famílias.
Jeep,Gladiator,2012,2.0 4 cilindros Gasolina,Gasolina,Cinza,333692,2,CVT,Passeio,15.7,211371.92,Ótimo desempenho e conforto para viagens.
Toyota,Corolla,2014,2.8 4 cilindros Diesel,Híbrido,Azul,338676,4,Manual,Hatch,21.3,176854.28,Design moderno com boa tecnologia embarcada.
Fiat,Cronos,2022,1.0 3 cilindros Otto,Híbrido,Verde,146955,2,Automatizada,Passeio,9.0,285346.28,Espaçoso e confortável para famílias.
Chevrolet,Tracker,2016,1.3 4 cilindros Flex,Gasolina,Branco,20210,4,Manual,Sedan,16.5,214073.85,Ótimo desempenho e conforto para viagens.
Honda,Civic,2018,2.0 4 cilindros Gasolina,Gasolina,Preto,0,2,CVT,SUV,9.7,59050.53,Modelo confiável e muito popular no Brasil.
Honda,HR-V,2007,1.3 4 cilindros Flex,Flex,Cinza,355274,2,CVT,SUV,8.1,270399.74,Boa relação custo-benefício.
Volkswagen,Virtus,2011,2.0 4 cilindros Gasolina,Diesel,Preto,62504,4,Manual,Hatch,13.2,127426.74,Espaçoso e confortável para famílias.
Volkswagen,Polo,2021,2.8 4 cilindros Diesel,Flex,Azul,0,4,CVT,Hatch,15.1,68872.37,Ótimo desempenho e conforto para viagens.
Fiat,Pulse,2013,Motor elétrico,Elétrico,Branco,454336,2,Automatizada,Passeio,9.6,38602.94,Espaçoso e confortável para famílias.
Honda,City,2018,2.0 4 cilindros Gasolina,Gasolina,Azul,0,4,Automática,Picape,15.2,207038.05,Carro econômico ideal para cidade.
Honda,HR-V,2019,1.0 3 cilindros Otto,Gasolina,Cinza,123367,2,CVT,Hatch,19.4,121473.52,Carro econômico ideal para cidade.
Fiat,Toro,2019,1.3 4 cilindros Flex,Flex,Preto,0,2,CVT,Hatch,19.6,147420.05,Carro econômico ideal para cidade.
Toyota,Corolla Cross,2021,1.0 3 cilindros Otto,Gasolina,Azul,0,2,Manual,Picape,17.0,49285.41,Carro econômico ideal para cidade.
Honda,WR-V,2011,1.3 4 cilindros Flex,Híbrido,Prata,89132,4,Manual,SUV,13.0,311185.43,Ótimo desempenho e conforto para viagens.
Renault,Oroch,2007,2.8 4 cilindros Diesel,Híbrido,Vermelho,189476,2,Manual,Picape,21.0,173394.58,Modelo confiável e muito popular no Brasil.
Nissan,Versa,2025,1.0 3 cilindros Otto,Híbrido,Prata,19995,4,Manual,Sedan,17.2,317709.82,Design moderno com boa tecnologia embarcada.
Jeep,Compass,2007,1.0 3 cilindros Otto,Flex,Cinza,101880,2,CVT,Passeio,9.9,76802.32,Carro econômico ideal para cidade.
Volkswagen,Gol,2016,2.0 4 cilindros Gasolina,Diesel,Verde,289257,2,CVT,SUV,21.5,251521.51,Design moderno com boa tecnologia embarcada.
Volkswagen,T-Cross,2021,1.0 3 cilindros Otto,Híbrido,Cinza,95748,4,Automatizada,SUV,15.2,47857.11,Boa relação custo-benefício.
Volkswagen,T-Cross,2012,Motor elétrico,Elétrico,Cinza,476000,4,Manual,SUV,13.5,299926.93,Espaçoso e confortável para famílias.
Nissan,Kicks,2023,Motor elétrico,Elétrico,Branco,0,4,CVT,Sedan,8.2,311279.4,Boa relação custo-benefício.
Chevrolet,Tracker,2017,2.0 4 cilindros Gasolina,Híbrido,Preto,345411,2,CVT,Picape,16.8,188988.92,Ótimo desempenho e conforto para viagens.
Fiat,Mobi,2016,1.3 4 cilindros Flex,Gasolina,Preto,88184,2,Automática,Picape,13.6,293418.73,Espaçoso e confortável para famílias.
Volkswagen,Nivus,2022,1.3 4 cilindros Flex,Diesel,Branco,0,4,Automática,Passeio,21.8,166754.56,Carro econômico ideal para cidade.
Renault,Oroch,2019,1.3 4 cilindros Flex,Gasolina,Vermelho,0,2,Automatizada,SUV,18.4,276873.69,Design moderno com boa tecnologia embarcada.
Jeep,Compass,2013,2.8 4 cilindros Diesel,Híbrido,Prata,52535,2,Manual,SUV,16.7,104481.04,Carro econômico ideal para cidade.
Chevrolet,Tracker,2013,1.6 4 cilindros Flex,Flex,Cinza,445697,4,Manual,Sedan,13.9,334866.22,Ótimo desempenho e conforto para viagens.
Hyundai,Santa Fe,2017,1.3 4 cilindros Flex,Flex,Vermelho,256871,2,Manual,SUV,16.8,297371.96,Modelo confiável e muito popular no Brasil.
Fiat,Toro,2025,1.3 4 cilindros Flex,Gasolina,Verde,416603,2,CVT,Hatch,21.9,251251.39,Modelo confiável e muito popular no Brasil.
Jeep,Gladiator,2024,1.0 3 cilindros Otto,Gasolina,Preto,0,4,Automatizada,Sedan,20.3,346115.71,Modelo confiável e muito popular no Brasil.
BYD,Dolphin,2023,2.8 4 cilindros Diesel,Diesel,Prata,353013,2,Automática,SUV,14.6,150415.27,Design moderno com boa tecnologia embarcada.
Toyota,Corolla,2024,2.0 4 cilindros Gasolina,Híbrido,Vermelho,0,4,Manual,Hatch,10.7,267399.77,Carro econômico ideal para cidade.
Fiat,Pulse,2009,2.8 4 cilindros Diesel,Flex,Preto,340190,2,Manual,Hatch,18.0,171408.88,Carro econômico ideal para cidade.
Chevrolet,Onix Plus,2010,1.6 4 cilindros Flex,Flex,Azul,87319,2,Automática,Picape,20.6,239662.89,Boa relação custo-benefício.
Volkswagen,T-Cross,2021,1.0 3 cilindros Otto,Flex,Prata,126170,2,Automática,Passeio,21.3,188613.32,Boa relação custo-benefício.
Chevrolet,Tracker,2007,2.8 4 cilindros Diesel,Gasolina,Verde,352017,2,Automática,Picape,19.2,188025.41,Boa relação custo-benefício.
BYD,Seal,2015,1.3 4 cilindros Flex,Diesel,Preto,77510,2,Automatizada,Sedan,12.2,95500.66,Ótimo desempenho e conforto para viagens.
Renault,Logan,2025,1.3 4 cilindros Flex,Flex,Prata,478539,4,Automatizada,Passeio,16.6,214625.46,Espaçoso e confortável para famílias.
Fiat,Mobi,2020,1.0 3 cilindros Otto,Híbrido,Verde,465398,4,Manual,Sedan,14.1,275160.37,Design moderno com boa tecnologia embarcada.
Renault,Kwid,2010,Motor elétrico,Elétrico,Cinza,274704,2,Automática,SUV,14.2,165651.46,Design moderno com boa tecnologia embarcada.
Toyota,Yaris,2019,2.8 4 cilindros Diesel,Híbrido,Branco,0,2,Manual,SUV,21.1,161602.0,Espaçoso e confortável para famílias.
Jeep,Gladiator,2021,2.0 4 cilindros Gasolina,Diesel,Prata,319700,4,CVT,SUV,13.8,344194.74,Carro econômico ideal para cidade.
Jeep,Gladiator,2019,1.0 3 cilindros Otto,Diesel,Prata,382339,4,Manual,SUV,14.3,205264.05,Ótimo desempenho e conforto para viagens.
Toyota,SW4,2010,1.0 3 cilindros Otto,Gasolina,Verde,98805,2,Manual,Passeio,13.0,188166.2,Design moderno com boa tecnologia embarcada.
Hyundai,Creta,2010,Motor elétrico,Elétrico,Vermelho,299788,4,Automatizada,Passeio,8.5,264492.89,Modelo confiável e muito popular no Brasil.
Fiat,Argo,2010,Motor elétrico,Elétrico,Cinza,72648,2,Automática,Picape,16.8,298963.08,Espaçoso e confortável para famílias.
Honda,City,2024,1.0 3 cilindros Otto,Gasolina,Branco,0,2,CVT,SUV,8.7,58945.53,Carro econômico ideal para cidade.
BYD,Dolphin,2011,2.0 4 cilindros Gasolina,Gasolina,Preto,62875,4,CVT,Picape,17.3,242373.61,Espaçoso e confortável para famílias.
Renault,Oroch,2020,2.8 4 cilindros Diesel,Flex,Branco,0,2,CVT,Hatch,15.8,239422.26,Design moderno com boa tecnologia embarcada.
Hyundai,Creta,2017,1.6 4 cilindros Flex,Diesel,Cinza,310133,4,CVT,Hatch,10.8,103285.87,Modelo confiável e muito popular no Brasil.
Nissan,March,2013,2.0 4 cilindros Gasolina,Flex,Vermelho,155863,4,Automática,Picape,15.4,49124.31,Design moderno com boa tecnologia embarcada.
Volkswagen,Amarok,2011,Motor elétrico,Elétrico,Verde,71372,4,Manual,Picape,14.9,233084.53,Carro econômico ideal para cidade.
Renault,Sandero,2008,2.0 4 cilindros Gasolina,Diesel,Prata,371605,4,CVT,Hatch,13.1,111058.95,Boa relação custo-benefício.
Honda,Civic,2021,Motor elétrico,Elétrico,Azul,0,2,CVT,Sedan,21.5,141695.43,Boa relação custo-benefício.
Hyundai,Creta,2013,2.0 4 cilindros Gasolina,Diesel,Verde,188230,2,CVT,Sedan,13.4,101800.88,Carro econômico ideal para cidade.
Nissan,Kicks,2005,1.3 4 cilindros Flex,Flex,Verde,209062,2,Automática,Passeio,8.0,301178.46,Ótimo desempenho e conforto para viagens.
BYD,Dolphin,2023,Motor elétrico,Elétrico,Verde,46882,2,Automática,SUV,15.1,151881.38,Modelo confiável e muito popular no Brasil.
Jeep,Compass,2017,2.0 4 cilindros Gasolina,Diesel,Verde,56627,4,CVT,Hatch,10.0,162420.49,Carro econômico ideal para cidade.
Nissan,Kicks,2025,2.8 4 cilindros Diesel,Gasolina,Vermelho,0,4,Automática,Hatch,15.8,98557.53,Espaçoso e confortável para famílias.
Fiat,Argo,2008,2.0 4 cilindros Gasolina,Gasolina,Prata,110227,4,Automática,Passeio,8.2,237125.97,Carro econômico ideal para cidade.
Jeep,Commander,2011,1.0 3 cilindros Otto,Gasolina,Branco,393486,2,Automatizada,Hatch,19.1,290395.98,Boa relação custo-benefício.
Jeep,Renegade,2005,2.0 4 cilindros Gasolina,Flex,Azul,447168,4,CVT,Picape,8.8,42063.77,Design moderno com boa tecnologia embarcada.
Fiat,Argo,2010,Motor elétrico,Elétrico,Branco,395742,4,Automática,Passeio,10.8,290657.09,Design moderno com boa tecnologia embarcada.
Jeep,Renegade,2025,Motor elétrico,Elétrico,Branco,0,2,Manual,Sedan,13.2,281828.05,Espaçoso e confortável para famílias.
Hyundai,HB20,2015,2.0 4 cilindros Gasolina,Gasolina,Prata,414095,2,CVT,Sedan,13.4,130735.24,Carro econômico ideal para cidade.
Chevrolet,Cruze,2023,1.3 4 cilindros Flex,Flex,Branco,0,2,Automatizada,Hatch,9.4,37134.22,Espaçoso e confortável para famílias.
Chevrolet,Spin,2009,Motor elétrico,Elétrico,Vermelho,40750,4,CVT,Passeio,19.1,218040.73,Ótimo desempenho e conforto para viagens.
Volkswagen,Polo,2024,Motor elétrico,Elétrico,Azul,0,4,Manual,SUV,8.7,251632.42,Ótimo desempenho e conforto para viagens.
BYD,Seal,2020,Motor elétrico,Elétrico,Vermelho,0,4,Automatizada,SUV,8.5,199713.13,Espaçoso e confortável para famílias.
Honda,HR-V,2020,2.8 4 cilindros Diesel,Gasolina,Cinza,303810,2,Automatizada,Hatch,11.2,146414.68,Espaçoso e confortável para famílias.
Hyundai,HB20,2018,1.0 3 cilindros Otto,Híbrido,Prata,247134,4,Automática,Sedan,21.0,126664.32,Carro econômico ideal para cidade.
Fiat,Cronos,2025,Motor elétrico,Elétrico,Azul,0,2,Automatizada,Passeio,18.7,29605.8,Ótimo desempenho e conforto para viagens.
Chevrolet,Onix Plus,2015,Motor elétrico,Elétrico,Vermelho,260236,2,Automatizada,Sedan,13.4,36910.93,Ótimo desempenho e conforto para viagens.
Honda,HR-V,2015,1.0 3 cilindros Otto,Diesel,Vermelho,184386,4,Manual,Picape,10.5,244282.69,Modelo confiável e muito popular no Brasil.
Jeep,Compass,2015,Motor elétrico,Elétrico,Preto,462570,4,CVT,Passeio,14.3,122626.92,Modelo confiável e muito popular no Brasil.
Jeep,Compass,2023,1.6 4 cilindros Flex,Flex,Azul,0,2,Automatizada,Passeio,9.3,208338.58,Espaçoso e confortável para famílias.
Renault,Oroch,2009,2.8 4 cilindros Diesel,Gasolina,Prata,343000,4,CVT,Passeio,15.5,347805.49,Boa relação custo-benefício.
Renault,Sandero,2020,Motor elétrico,Elétrico,Cinza,394486,2,Manual,Sedan,8.4,313937.46,Espaçoso e confortável para famílias.
Hyundai,Creta,2005,1.0 3 cilindros Otto,Flex,Vermelho,262223,2,Automatizada,Hatch,15.5,205929.87,Ótimo desempenho e conforto para viagens.
Fiat,Pulse,2012,1.6 4 cilindros Flex,Gasolina,Branco,241051,4,Automática,SUV,11.0,339629.67,Modelo confiável e muito popular no Brasil.
Jeep,Compass,2010,Motor elétrico,Elétrico,Vermelho,297298,4,Automatizada,Passeio,16.5,276419.93,Espaçoso e confortável para famílias.
BYD,Seal,2021,Motor elétrico,Elétrico,Prata,302739,4,Automatizada,Picape,18.0,338107.64,Design moderno com boa tecnologia embarcada.
Jeep,Gladiator,2007,Motor elétrico,Elétrico,Prata,196247,4,Manual,Passeio,18.6,302088.41,Boa relação custo-benefício.
Fiat,Cronos,2014,1.6 4 cilindros Flex,Diesel,Preto,0,4,Automática,Hatch,18.4,48399.77,Design moderno com boa tecnologia embarcada.
Chevrolet,S10,2010,1.0 3 cilindros Otto,Diesel,Prata,186618,4,CVT,Sedan,18.2,207120.8,Ótimo desempenho e conforto para viagens.
BYD,Yuan Plus,2016,2.0 4 cilindros Gasolina,Híbrido,Azul,463645,4,Automatizada,Passeio,21.3,162921.55,Ótimo desempenho e conforto para viagens.
Volkswagen,Polo,2010,Motor elétrico,Elétrico,Prata,167648,2,CVT,Sedan,19.1,301740.4,Boa relação custo-benefício.
Honda,City,2010,1.6 4 cilindros Flex,Diesel,Verde,328485,4,Automatizada,SUV,11.0,36893.0,Espaçoso e confortável para famílias.
Jeep,Commander,2015,1.6 4 cilindros Flex,Híbrido,Azul,42365,2,Automática,Hatch,17.9,184813.7,Espaçoso e confortável para famílias.
Jeep,Commander,2007,1.3 4 cilindros Flex,Flex,Cinza,400298,2,Automatizada,SUV,9.7,245921.85,Ótimo desempenho e conforto para viagens.
Renault,Oroch,2024,2.0 4 cilindros Gasolina,Diesel,Vermelho,0,2,Manual,SUV,15.1,204365.17,Modelo confiável e muito popular no Brasil.
Hyundai,Tucson,2005,1.6 4 cilindros Flex,Híbrido,Prata,485168,4,Automatizada,Passeio,12.6,318939.38,Ótimo desempenho e conforto para viagens.
Nissan,Frontier,2024,Motor elétrico,Elétrico,Azul,0,2,Automática,Passeio,19.4,255783.77,Design moderno com boa tecnologia embarcada.
Fiat,Toro,2012,1.3 4 cilindros Flex,Flex,Verde,129278,4,CVT,SUV,11.7,339077.37,Design moderno com boa tecnologia embarcada.
Fiat,Toro,2016,1.0 3 cilindros Otto,Híbrido,Azul,325537,2,CVT,Hatch,21.0,273726.18,Design moderno com boa tecnologia embarcada.
Honda,City,2014,2.0 4 cilindros Gasolina,Diesel,Preto,272494,2,Automatizada,SUV,11.1,317505.99,Carro econômico ideal para cidade.
Renault,Kwid,2007,2.0 4 cilindros Gasolina,Diesel,Branco,184565,2,CVT,Hatch,10.0,160383.12,Boa relação custo-benefício.
Chevrolet,Cruze,2017,1.3 4 cilindros Flex,Flex,Prata,374736,4,CVT,Hatch,17.1,191036.02,Ótimo desempenho e conforto para viagens.
BYD,Yuan Plus,2014,2.8 4 cilindros Diesel,Híbrido,Azul,273522,2,CVT,Passeio,9.1,94765.26,Boa relação custo-benefício.
Fiat,Strada,2008,2.8 4 cilindros Diesel,Gasolina,Branco,379927,2,Automatizada,Picape,15.7,292108.16,Ótimo desempenho e conforto para viagens.
Nissan,Kicks,2012,1.6 4 cilindros Flex,Diesel,Vermelho,244321,4,Manual,SUV,20.4,265840.72,Design moderno com boa tecnologia embarcada.
Chevrolet,Spin,2008,1.6 4 cilindros Flex,Gasolina,Azul,483364,2,Automatizada,Hatch,19.6,232717.04,Espaçoso e confortável para famílias.
Honda,HR-V,2018,1.3 4 cilindros Flex,Gasolina,Prata,443290,4,Automática,Hatch,14.2,322557.09,Espaçoso e confortável para famílias.
Chevrolet,Spin,2011,1.0 3 cilindros Otto,Gasolina,Prata,319610,2,Automática,Sedan,17.7,90387.36,Boa relação custo-benefício.
Hyundai,Creta,2006,2.0 4 cilindros Gasolina,Híbrido,Prata,454172,4,CVT,Hatch,13.6,148168.04,Ótimo desempenho e conforto para viagens.
Volkswagen,Polo,2011,2.0 4 cilindros Gasolina,Flex,Prata,427461,2,CVT,Picape,10.6,197469.02,Espaçoso e confortável para famílias.
Volkswagen,Nivus,2012,1.6 4 cilindros Flex,Flex,Branco,55715,2,CVT,Sedan,20.9,133672.94,Carro econômico ideal para cidade.
Toyota,SW4,2016,2.8 4 cilindros Diesel,Diesel,Cinza,160935,4,Manual,Sedan,20.1,271737.3,Espaçoso e confortável para famílias.
Hyundai,Tucson,2012,Motor elétrico,Elétrico,Azul,363902,4,Automática,Passeio,9.1,46282.84,Carro econômico ideal para cidade.
Toyota,Hilux,2014,2.0 4 cilindros Gasolina,Flex,Prata,155454,2,CVT,Picape,17.1,55198.61,Design moderno com boa tecnologia embarcada.
Hyundai,Creta,2008,2.8 4 cilindros Diesel,Gasolina,Azul,88372,2,CVT,Hatch,12.5,30744.93,Modelo confiável e muito popular no Brasil.
Jeep,Gladiator,2008,1.0 3 cilindros Otto,Gasolina,Vermelho,387105,2,Automatizada,Passeio,21.8,327370.68,Ótimo desempenho e conforto para viagens.
Volkswagen,Virtus,2009,Motor elétrico,Elétrico,Verde,458641,4,CVT,Passeio,17.4,60246.94,Carro econômico ideal para cidade.
Hyundai,Tucson,2008,1.6 4 cilindros Flex,Híbrido,Vermelho,25738,2,Manual,Sedan,18.8,336466.12,Modelo confiável e muito popular no Brasil.
Toyota,Corolla Cross,2007,1.6 4 cilindros Flex,Diesel,Branco,294509,2,Automatizada,Sedan,9.5,174551.31,Design moderno com boa tecnologia embarcada.
Fiat,Cronos,2013,1.6 4 cilindros Flex,Híbrido,Vermelho,33253,2,CVT,Picape,10.7,332895.58,Ótimo desempenho e conforto para viagens.
Toyota,Corolla Cross,2019,Motor elétrico,Elétrico,Cinza,306854,4,Manual,Hatch,16.6,189602.94,Boa relação custo-benefício.
Honda,WR-V,2006,1.6 4 cilindros Flex,Flex,Branco,321480,2,Manual,Hatch,18.0,248042.87,Design moderno com boa tecnologia embarcada.
Honda,HR-V,2020,2.8 4 cilindros Diesel,Diesel,Azul,0,2,Automática,Sedan,12.0,70468.75,Modelo confiável e muito popular no Brasil.
BYD,Seal,2025,1.3 4 cilindros Flex,Diesel,Prata,325148,2,Automática,Picape,21.9,45069.13,Espaçoso e confortável para famílias.
Chevrolet,Cruze,2019,Motor elétrico,Elétrico,Cinza,373760,2,Automatizada,Sedan,18.6,124766.65,Carro econômico ideal para cidade.
Nissan,Kicks,2009,2.0 4 cilindros Gasolina,Gasolina,Preto,133913,4,Automatizada,SUV,13.4,163935.67,Carro econômico ideal para cidade.
Renault,Sandero,2015,Motor elétrico,Elétrico,Azul,67547,2,Manual,Passeio,19.3,252766.53,Modelo confiável e muito popular no Brasil.
Fiat,Strada,2021,1.0 3 cilindros Otto,Diesel,Verde,196430,2,Manual,Picape,14.4,109445.37,Ótimo desempenho e conforto para viagens.
Volkswagen,Virtus,2005,1.0 3 cilindros Otto,Flex,Azul,91320,4,Automatizada,Passeio,11.3,68685.04,Boa relação custo-benefício.
BYD,Dolphin,2013,1.0 3 cilindros Otto,Flex,Preto,153032,2,Automatizada,Picape,21.0,344269.44,Boa relação custo-benefício.
Jeep,Renegade,2019,1.3 4 cilindros Flex,Diesel,Azul,0,2,Automática,Passeio,19.7,155019.68,Ótimo desempenho e conforto para viagens.
Chevrolet,Cruze,2008,1.3 4 cilindros Flex,Gasolina,Vermelho,419669,4,Automatizada,Passeio,9.7,104551.11,Carro econômico ideal para cidade.
Jeep,Gladiator,2009,1.0 3 cilindros Otto,Flex,Cinza,422769,2,Automatizada,Sedan,9.2,288490.51,Ótimo desempenho e conforto para viagens.
Fiat,Cronos,2013,2.8 4 cilindros Diesel,Gasolina,Branco,495222,2,Automatizada,Sedan,14.4,293453.23,Modelo confiável e muito popular no Brasil.
Jeep,Gladiator,2007,2.0 4 cilindros Gasolina,Gasolina,Prata,115569,2,Manual,Hatch,21.2,60923.92,Boa relação custo-benefício.
BYD,Song Plus,2005,1.0 3 cilindros Otto,Diesel,Cinza,376034,2,Automática,Picape,12.6,68926.59,Ótimo desempenho e conforto para viagens.
Hyundai,Creta,2019,2.8 4 cilindros Diesel,Flex,Azul,0,4,Manual,Passeio,14.1,42348.39,Ótimo desempenho e conforto para viagens.
Renault,Oroch,2025,1.3 4 cilindros Flex,Diesel,Verde,130867,2,Manual,Sedan,12.4,137297.85,Modelo confiável e muito popular no Brasil.
Hyundai,HB20,2021,2.8 4 cilindros Diesel,Híbrido,Prata,154737,2,CVT,Picape,10.0,238787.89,Boa relação custo-benefício.
Nissan,Frontier,2008,1.3 4 cilindros Flex,Gasolina,Verde,326299,4,Automatizada,Hatch,15.3,177857.83,Boa relação custo-benefício.
Honda,Civic,2008,Motor elétrico,Elétrico,Cinza,300404,4,Automatizada,Passeio,20.5,64763.32,Carro econômico ideal para cidade.
Volkswagen,Nivus,2020,1.6 4 cilindros Flex,Diesel,Verde,12468,4,Automática,Sedan,13.5,35661.96,Design moderno com boa tecnologia embarcada.
Chevrolet,Onix,2012,1.6 4 cilindros Flex,Híbrido,Branco,119238,2,Automática,Sedan,21.4,88724.89,Carro econômico ideal para cidade.
Hyundai,Creta,2012,2.8 4 cilindros Diesel,Flex,Verde,416607,4,Manual,Sedan,10.6,208924.92,Design moderno com boa tecnologia embarcada.
Nissan,March,2014,1.3 4 cilindros Flex,Gasolina,Vermelho,60463,4,Automática,Picape,21.0,40672.76,Ótimo desempenho e conforto para viagens.
Renault,Logan,2012,1.6 4 cilindros Flex,Flex,Vermelho,458103,2,Automatizada,Passeio,19.3,216841.64,Ótimo desempenho e conforto para viagens.
Chevrolet,Tracker,2016,1.3 4 cilindros Flex,Flex,Verde,90465,2,Manual,Picape,14.5,275586.52,Ótimo desempenho e conforto para viagens.
Toyota,Hilux,2017,Motor elétrico,Elétrico,Prata,465126,2,CVT,Picape,21.1,175150.0,Modelo confiável e muito popular no Brasil.
Jeep,Renegade,2006,1.3 4 cilindros Flex,Diesel,Branco,32329,2,Automatizada,Passeio,10.7,92011.82,Boa relação custo-benefício.
Nissan,Frontier,2019,2.0 4 cilindros Gasolina,Flex,Branco,0,4,Automatizada,Passeio,13.9,199874.92,Boa relação custo-benefício.
Jeep,Gladiator,2019,Motor elétrico,Elétrico,Prata,441419,4,Manual,Picape,15.0,93801.8,Design moderno com boa tecnologia embarcada.
Fiat,Cronos,2024,2.0 4 cilindros Gasolina,Gasolina,Cinza,137068,2,CVT,SUV,21.1,326405.83,Boa relação custo-benefício.
Nissan,Versa,2012,1.6 4 cilindros Flex,Híbrido,Cinza,353021,4,Automática,Sedan,21.3,114183.68,Boa relação custo-benefício.
Honda,HR-V,2007,2.8 4 cilindros Diesel,Gasolina,Vermelho,0,4,Automática,Sedan,8.1,295653.65,Carro econômico ideal para cidade.
Jeep,Commander,2020,2.0 4 cilindros Gasolina,Flex,Prata,276697,4,Automatizada,Sedan,20.4,115932.28,Ótimo desempenho e conforto para viagens.
Nissan,Sentra,2020,Motor elétrico,Elétrico,Prata,214850,2,Automática,Passeio,8.2,256027.36,Boa relação custo-benefício.
Jeep,Compass,2019,Motor elétrico,Elétrico,Verde,291807,4,Manual,Passeio,21.9,250902.34,Carro econômico ideal para cidade.
Chevrolet,Onix,2008,1.3 4 cilindros Flex,Flex,Branco,151778,2,Automatizada,Hatch,8.5,182591.68,Carro econômico ideal para cidade.
Volkswagen,Gol,2014,1.3 4 cilindros Flex,Flex,Vermelho,294764,2,Automatizada,Hatch,17.0,25570.25,Design moderno com boa tecnologia embarcada.
Nissan,Frontier,2012,1.3 4 cilindros Flex,Gasolina,Branco,16409,4,CVT,Hatch,10.2,109261.58,Boa relação custo-benefício.
Hyundai,Santa Fe,2006,1.0 3 cilindros Otto,Gasolina,Preto,262273,2,CVT,Hatch,11.3,161748.06,Boa relação custo-benefício.
Jeep,Compass,2013,2.0 4 cilindros Gasolina,Híbrido,Verde,16840,4,Automática,Picape,19.9,294425.78,Ótimo desempenho e conforto para viagens.
Fiat,Toro,2019,1.3 4 cilindros Flex,Híbrido,Prata,186345,2,Automatizada,Picape,13.5,200249.51,Ótimo desempenho e conforto para viagens.
Jeep,Gladiator,2013,1.6 4 cilindros Flex,Gasolina,Prata,372845,4,CVT,Sedan,19.3,48844.66,Espaçoso e confortável para famílias.
BYD,Yuan Plus,2008,2.0 4 cilindros Gasolina,Flex,Cinza,374497,4,CVT,Hatch,13.8,204817.37,Boa relação custo-benefício.
Fiat,Argo,2013,1.0 3 cilindros Otto,Gasolina,Branco,271362,2,Automática,Picape,19.5,137682.39,Boa relação custo-benefício.
Toyota,Yaris,2020,Motor elétrico,Elétrico,Branco,0,2,Manual,Passeio,11.9,306227.31,Design moderno com boa tecnologia embarcada.
Nissan,Frontier,2018,1.6 4 cilindros Flex,Flex,Vermelho,0,4,Manual,Hatch,8.2,243104.58,Espaçoso e confortável para famílias.
Honda,Civic,2006,Motor elétrico,Elétrico,Azul,282554,4,Automatizada,Picape,9.8,223583.86,Design moderno com boa tecnologia embarcada.
Chevrolet,Cruze,2016,2.0 4 cilindros Gasolina,Híbrido,Vermelho,192113,2,Automática,Passeio,21.2,264822.58,Espaçoso e confortável para famílias.
Renault,Duster,2020,Motor elétrico,Elétrico,Vermelho,0,4,Manual,Sedan,9.8,268793.16,Ótimo desempenho e conforto para viagens.
Jeep,Gladiator,2019,2.8 4 cilindros Diesel,Diesel,Verde,332329,2,Manual,Hatch,20.9,76280.97,Design moderno com boa tecnologia embarcada.
